"GENE" "SCORE" "CHROM" "DEBUT" "FIN" "POS_GENE" "TAILLE" "SNPs_par_pb" "SOUCHE"
"967" "CBS815.71p_g1933:g" 0 "CBS815.71p_contig_1" 6747531 6749659 6748595 2129 0 "PSN1057"
"968" "CBS815.71p_g1934:g" 0 "CBS815.71p_contig_1" 6750530 6751072 6750801 543 0 "PSN1057"
"969" "CBS815.71p_g1935:g" 0 "CBS815.71p_contig_1" 6751364 6752422 6751893 1059 0 "PSN1057"
"970" "CBS815.71p_g1936:g" 0 "CBS815.71p_contig_1" 6752961 6753918 6753439.5 958 0 "PSN1057"
"971" "CBS815.71p_g1937:g" 0 "CBS815.71p_contig_1" 6755914 6756865 6756389.5 952 0 "PSN1057"
"972" "CBS815.71p_g1938:g" 0 "CBS815.71p_contig_1" 6758997 6760256 6759626.5 1260 0 "PSN1057"
"973" "CBS815.71p_g1939:g" 0 "CBS815.71p_contig_1" 6766551 6768440 6767495.5 1890 0 "PSN1057"
"974" "CBS815.71p_g194:g" 24 "CBS815.71p_contig_1" 688365 689171 688768 807 0.0297397769516729 "PSN1057"
"975" "CBS815.71p_g1940:g" 0 "CBS815.71p_contig_1" 6770368 6771550 6770959 1183 0 "PSN1057"
"976" "CBS815.71p_g1941:g" 0 "CBS815.71p_contig_1" 6772638 6773436 6773037 799 0 "PSN1057"
"977" "CBS815.71p_g1942:g" 0 "CBS815.71p_contig_1" 6773781 6775165 6774473 1385 0 "PSN1057"
"978" "CBS815.71p_g1943:g" 0 "CBS815.71p_contig_1" 6775477 6779334 6777405.5 3858 0 "PSN1057"
"979" "CBS815.71p_g1944:g" 0 "CBS815.71p_contig_1" 6780088 6780882 6780485 795 0 "PSN1057"
"980" "CBS815.71p_g1945:g" 0 "CBS815.71p_contig_1" 6781926 6782744 6782335 819 0 "PSN1057"
"981" "CBS815.71p_g1946:g" 0 "CBS815.71p_contig_1" 6787097 6788393 6787745 1297 0 "PSN1057"
"982" "CBS815.71p_g1947:g" 0 "CBS815.71p_contig_1" 6789890 6790915 6790402.5 1026 0 "PSN1057"
"983" "CBS815.71p_g1948:g" 0 "CBS815.71p_contig_1" 6791342 6791883 6791612.5 542 0 "PSN1057"
"984" "CBS815.71p_g1949:g" 0 "CBS815.71p_contig_1" 6791987 6797728 6794857.5 5742 0 "PSN1057"
"985" "CBS815.71p_g195:g" 31 "CBS815.71p_contig_1" 690542 693103 691822.5 2562 0.0120999219359875 "PSN1057"
"986" "CBS815.71p_g1950:g" 0 "CBS815.71p_contig_1" 6802715 6803362 6803038.5 648 0 "PSN1057"
"987" "CBS815.71p_g1951:g" 1 "CBS815.71p_contig_1" 6804424 6807650 6806037 3227 0.000309885342423303 "PSN1057"
"988" "CBS815.71p_g1952:g" 0 "CBS815.71p_contig_1" 6808759 6812324 6810541.5 3566 0 "PSN1057"
"989" "CBS815.71p_g1955:g" 0 "CBS815.71p_contig_1" 6832627 6834260 6833443.5 1634 0 "PSN1057"
"990" "CBS815.71p_g1959:g" 0 "CBS815.71p_contig_1" 6846120 6849342 6847731 3223 0 "PSN1057"
"991" "CBS815.71p_g196:g" 29 "CBS815.71p_contig_1" 694689 695975 695332 1287 0.0225330225330225 "PSN1057"
"992" "CBS815.71p_g1960:g" 0 "CBS815.71p_contig_1" 6850538 6851512 6851025 975 0 "PSN1057"
"993" "CBS815.71p_g1961:g" 0 "CBS815.71p_contig_1" 6853751 6854763 6854257 1013 0 "PSN1057"
"994" "CBS815.71p_g1962:g" 0 "CBS815.71p_contig_1" 6855915 6856385 6856150 471 0 "PSN1057"
"995" "CBS815.71p_g1963:g" 0 "CBS815.71p_contig_1" 6856603 6857145 6856874 543 0 "PSN1057"
"996" "CBS815.71p_g1964:g" 0 "CBS815.71p_contig_1" 6860655 6865584 6863119.5 4930 0 "PSN1057"
"997" "CBS815.71p_g1965:g" 0 "CBS815.71p_contig_1" 6866208 6867056 6866632 849 0 "PSN1057"
"998" "CBS815.71p_g1967:g" 0 "CBS815.71p_contig_1" 6872501 6874099 6873300 1599 0 "PSN1057"
"999" "CBS815.71p_g1968:g" 0 "CBS815.71p_contig_1" 6874282 6875506 6874894 1225 0 "PSN1057"
"1000" "CBS815.71p_g1969:g" 0 "CBS815.71p_contig_1" 6876220 6877394 6876807 1175 0 "PSN1057"
"1001" "CBS815.71p_g197:g" 12 "CBS815.71p_contig_1" 697061 697972 697516.5 912 0.0131578947368421 "PSN1057"
"1002" "CBS815.71p_g1970:g" 0 "CBS815.71p_contig_1" 6879303 6881041 6880172 1739 0 "PSN1057"
"1003" "CBS815.71p_g1971:g" 0 "CBS815.71p_contig_1" 6885035 6887230 6886132.5 2196 0 "PSN1057"
"1004" "CBS815.71p_g1972:g" 0 "CBS815.71p_contig_1" 6888585 6889952 6889268.5 1368 0 "PSN1057"
"1005" "CBS815.71p_g1973:g" 0 "CBS815.71p_contig_1" 6894288 6894937 6894612.5 650 0 "PSN1057"
"1006" "CBS815.71p_g1974:g" 0 "CBS815.71p_contig_1" 6896715 6898958 6897836.5 2244 0 "PSN1057"
"1007" "CBS815.71p_g1975:g" 0 "CBS815.71p_contig_1" 6899200 6903289 6901244.5 4090 0 "PSN1057"
"1008" "CBS815.71p_g1976:g" 0 "CBS815.71p_contig_1" 6903736 6904994 6904365 1259 0 "PSN1057"
"1009" "CBS815.71p_g1977:g" 0 "CBS815.71p_contig_1" 6905950 6906819 6906384.5 870 0 "PSN1057"
"1010" "CBS815.71p_g1978:g" 0 "CBS815.71p_contig_1" 6912336 6913143 6912739.5 808 0 "PSN1057"
"1011" "CBS815.71p_g1979:g" 0 "CBS815.71p_contig_1" 6917077 6918800 6917938.5 1724 0 "PSN1057"
"1012" "CBS815.71p_g198:g" 13 "CBS815.71p_contig_1" 698246 698918 698582 673 0.0193164933135215 "PSN1057"
"1013" "CBS815.71p_g1980:g" 0 "CBS815.71p_contig_1" 6920254 6921285 6920769.5 1032 0 "PSN1057"
"1014" "CBS815.71p_g1981:g" 0 "CBS815.71p_contig_1" 6921517 6922869 6922193 1353 0 "PSN1057"
"1015" "CBS815.71p_g1982:g" 0 "CBS815.71p_contig_1" 6923907 6925505 6924706 1599 0 "PSN1057"
"1016" "CBS815.71p_g1983:g" 0 "CBS815.71p_contig_1" 6926431 6927381 6926906 951 0 "PSN1057"
"1017" "CBS815.71p_g1984:g" 0 "CBS815.71p_contig_1" 6928078 6929844 6928961 1767 0 "PSN1057"
"1018" "CBS815.71p_g1985:g" 0 "CBS815.71p_contig_1" 6930921 6933537 6932229 2617 0 "PSN1057"
"1019" "CBS815.71p_g1986:g" 0 "CBS815.71p_contig_1" 6936449 6937476 6936962.5 1028 0 "PSN1057"
"1020" "CBS815.71p_g1987:g" 0 "CBS815.71p_contig_1" 6943904 6944739 6944321.5 836 0 "PSN1057"
"1021" "CBS815.71p_g1988:g" 0 "CBS815.71p_contig_1" 6945235 6946503 6945869 1269 0 "PSN1057"
"1022" "CBS815.71p_g1989:g" 0 "CBS815.71p_contig_1" 6948299 6951690 6949994.5 3392 0 "PSN1057"
"1023" "CBS815.71p_g199:g" 8 "CBS815.71p_contig_1" 699427 700069 699748 643 0.0124416796267496 "PSN1057"
"1024" "CBS815.71p_g1990:g" 0 "CBS815.71p_contig_1" 6952254 6953762 6953008 1509 0 "PSN1057"
"1025" "CBS815.71p_g1991:g" 0 "CBS815.71p_contig_1" 6956854 6958052 6957453 1199 0 "PSN1057"
"1026" "CBS815.71p_g1992:g" 0 "CBS815.71p_contig_1" 6961002 6962135 6961568.5 1134 0 "PSN1057"
"1027" "CBS815.71p_g1993:g" 0 "CBS815.71p_contig_1" 6963176 6964301 6963738.5 1126 0 "PSN1057"
"1028" "CBS815.71p_g1994:g" 0 "CBS815.71p_contig_1" 6965372 6972059 6968715.5 6688 0 "PSN1057"
"1029" "CBS815.71p_g1995:g" 0 "CBS815.71p_contig_1" 6972955 6980271 6976613 7317 0 "PSN1057"
"1030" "CBS815.71p_g1996:g" 0 "CBS815.71p_contig_1" 6984235 6985799 6985017 1565 0 "PSN1057"
"1031" "CBS815.71p_g1997:g" 0 "CBS815.71p_contig_1" 6986933 6987921 6987427 989 0 "PSN1057"
"1032" "CBS815.71p_g1998:g" 0 "CBS815.71p_contig_1" 6989258 6990121 6989689.5 864 0 "PSN1057"
"1033" "CBS815.71p_g1999:g" 0 "CBS815.71p_contig_1" 6990315 6992138 6991226.5 1824 0 "PSN1057"
"1034" "CBS815.71p_g20:g" 0 "CBS815.71p_contig_1" 104620 105585 105102.5 966 0 "PSN1057"
"1035" "CBS815.71p_g200:g" 10 "CBS815.71p_contig_1" 701540 702619 702079.5 1080 0.00925925925925926 "PSN1057"
"1036" "CBS815.71p_g2000:g" 0 "CBS815.71p_contig_1" 6992997 6994587 6993792 1591 0 "PSN1057"
"1037" "CBS815.71p_g2001:g" 0 "CBS815.71p_contig_1" 6999204 6999546 6999375 343 0 "PSN1057"
"1038" "CBS815.71p_g2002:g" 0 "CBS815.71p_contig_1" 7000105 7000868 7000486.5 764 0 "PSN1057"
"1039" "CBS815.71p_g2003:g" 0 "CBS815.71p_contig_1" 7003780 7004161 7003970.5 382 0 "PSN1057"
"1040" "CBS815.71p_g2004:g" 0 "CBS815.71p_contig_1" 7005840 7006797 7006318.5 958 0 "PSN1057"
"1041" "CBS815.71p_g2005:g" 0 "CBS815.71p_contig_1" 7007614 7010356 7008985 2743 0 "PSN1057"
"1042" "CBS815.71p_g2006:g" 0 "CBS815.71p_contig_1" 7015608 7019042 7017325 3435 0 "PSN1057"
"1043" "CBS815.71p_g2007:g" 0 "CBS815.71p_contig_1" 7022664 7022980 7022822 317 0 "PSN1057"
"1044" "CBS815.71p_g2008:g" 0 "CBS815.71p_contig_1" 7024983 7026616 7025799.5 1634 0 "PSN1057"
"1045" "CBS815.71p_g2009:g" 0 "CBS815.71p_contig_1" 7027791 7028430 7028110.5 640 0 "PSN1057"
"1046" "CBS815.71p_g201:g" 8 "CBS815.71p_contig_1" 704791 706516 705653.5 1726 0.00463499420625724 "PSN1057"
"1047" "CBS815.71p_g2010:g" 0 "CBS815.71p_contig_1" 7028547 7029439 7028993 893 0 "PSN1057"
"1048" "CBS815.71p_g2011:g" 0 "CBS815.71p_contig_1" 7031614 7031967 7031790.5 354 0 "PSN1057"
"1049" "CBS815.71p_g2012:g" 0 "CBS815.71p_contig_1" 7035001 7036491 7035746 1491 0 "PSN1057"
"1050" "CBS815.71p_g2013:g" 0 "CBS815.71p_contig_1" 7037067 7038308 7037687.5 1242 0 "PSN1057"
"1051" "CBS815.71p_g2014:g" 0 "CBS815.71p_contig_1" 7038845 7039969 7039407 1125 0 "PSN1057"
"1052" "CBS815.71p_g2015:g" 0 "CBS815.71p_contig_1" 7042157 7043167 7042662 1011 0 "PSN1057"
"1053" "CBS815.71p_g2016:g" 0 "CBS815.71p_contig_1" 7045055 7045356 7045205.5 302 0 "PSN1057"
"1054" "CBS815.71p_g2017:g" 0 "CBS815.71p_contig_1" 7045899 7046581 7046240 683 0 "PSN1057"
"1055" "CBS815.71p_g2018:g" 0 "CBS815.71p_contig_1" 7051352 7052326 7051839 975 0 "PSN1057"
"1056" "CBS815.71p_g2019:g" 0 "CBS815.71p_contig_1" 7053420 7055778 7054599 2359 0 "PSN1057"
"1057" "CBS815.71p_g202:g" 17 "CBS815.71p_contig_1" 707726 709481 708603.5 1756 0.00968109339407745 "PSN1057"
"1058" "CBS815.71p_g2020:g" 0 "CBS815.71p_contig_1" 7057407 7057823 7057615 417 0 "PSN1057"
"1059" "CBS815.71p_g2021:g" 0 "CBS815.71p_contig_1" 7058208 7060727 7059467.5 2520 0 "PSN1057"
"1060" "CBS815.71p_g2022:g" 0 "CBS815.71p_contig_1" 7062509 7064230 7063369.5 1722 0 "PSN1057"
"1061" "CBS815.71p_g2023:g" 0 "CBS815.71p_contig_1" 7065648 7067415 7066531.5 1768 0 "PSN1057"
"1062" "CBS815.71p_g2024:g" 0 "CBS815.71p_contig_1" 7071689 7074221 7072955 2533 0 "PSN1057"
"1063" "CBS815.71p_g2025:g" 0 "CBS815.71p_contig_1" 7077051 7078268 7077659.5 1218 0 "PSN1057"
"1064" "CBS815.71p_g203:g" 71 "CBS815.71p_contig_1" 710432 714191 712311.5 3760 0.0188829787234043 "PSN1057"
"1065" "CBS815.71p_g2031:g" 31 "CBS815.71p_contig_1" 7105100 7107088 7106094 1989 0.0155857214680744 "PSN1057"
"1066" "CBS815.71p_g2032:g" 28 "CBS815.71p_contig_1" 7109722 7111527 7110624.5 1806 0.0155038759689922 "PSN1057"
"1067" "CBS815.71p_g2033:g" 2 "CBS815.71p_contig_1" 7118094 7119453 7118773.5 1360 0.00147058823529412 "PSN1057"
"1068" "CBS815.71p_g2034:g" 4 "CBS815.71p_contig_1" 7120011 7120472 7120241.5 462 0.00865800865800866 "PSN1057"
"1069" "CBS815.71p_g2035:g" 28 "CBS815.71p_contig_1" 7121247 7123061 7122154 1815 0.0154269972451791 "PSN1057"
"1070" "CBS815.71p_g2036:g" 8 "CBS815.71p_contig_1" 7123794 7124467 7124130.5 674 0.0118694362017804 "PSN1057"
"1071" "CBS815.71p_g2037:g" 10 "CBS815.71p_contig_1" 7128500 7129492 7128996 993 0.0100704934541793 "PSN1057"
"1072" "CBS815.71p_g2038:g" 9 "CBS815.71p_contig_1" 7130917 7133989 7132453 3073 0.00292873413602343 "PSN1057"
"1073" "CBS815.71p_g2039:g" 27 "CBS815.71p_contig_1" 7134426 7136369 7135397.5 1944 0.0138888888888889 "PSN1057"
"1074" "CBS815.71p_g204:g" 31 "CBS815.71p_contig_1" 715352 716968 716160 1617 0.0191713048855906 "PSN1057"
"1075" "CBS815.71p_g2040:g" 22 "CBS815.71p_contig_1" 7137015 7138566 7137790.5 1552 0.0141752577319588 "PSN1057"
"1076" "CBS815.71p_g2041:g" 41 "CBS815.71p_contig_1" 7138725 7140349 7139537 1625 0.0252307692307692 "PSN1057"
"1077" "CBS815.71p_g2042:g" 13 "CBS815.71p_contig_1" 7147056 7148069 7147562.5 1014 0.0128205128205128 "PSN1057"
"1078" "CBS815.71p_g2043:g" 90 "CBS815.71p_contig_1" 7152239 7157275 7154757 5037 0.0178677784395474 "PSN1057"
"1079" "CBS815.71p_g2044:g" 28 "CBS815.71p_contig_1" 7159348 7160879 7160113.5 1532 0.0182767624020888 "PSN1057"
"1080" "CBS815.71p_g2045:g" 2 "CBS815.71p_contig_1" 7162691 7162963 7162827 273 0.00732600732600733 "PSN1057"
"1081" "CBS815.71p_g2046:g" 6 "CBS815.71p_contig_1" 7164763 7165368 7165065.5 606 0.0099009900990099 "PSN1057"
"1082" "CBS815.71p_g2047:g" 23 "CBS815.71p_contig_1" 7166094 7167537 7166815.5 1444 0.0159279778393352 "PSN1057"
"1083" "CBS815.71p_g2048:g" 54 "CBS815.71p_contig_1" 7169218 7175820 7172519 6603 0.00817810086324398 "PSN1057"
"1084" "CBS815.71p_g2049:g" 15 "CBS815.71p_contig_1" 7177424 7178148 7177786 725 0.0206896551724138 "PSN1057"
"1085" "CBS815.71p_g205:g" 12 "CBS815.71p_contig_1" 717500 718486 717993 987 0.0121580547112462 "PSN1057"
"1086" "CBS815.71p_g2050:g" 7 "CBS815.71p_contig_1" 7179949 7180539 7180244 591 0.011844331641286 "PSN1057"
"1087" "CBS815.71p_g2051:g" 4 "CBS815.71p_contig_1" 7181510 7183726 7182618 2217 0.0018042399639152 "PSN1057"
"1088" "CBS815.71p_g2052:g" 7 "CBS815.71p_contig_1" 7184140 7185492 7184816 1353 0.00517368810051737 "PSN1057"
"1089" "CBS815.71p_g2053:g" 16 "CBS815.71p_contig_1" 7186320 7187395 7186857.5 1076 0.0148698884758364 "PSN1057"
"1090" "CBS815.71p_g2054:g" 25 "CBS815.71p_contig_1" 7188544 7192506 7190525 3963 0.00630835225839011 "PSN1057"
"1091" "CBS815.71p_g2055:g" 0 "CBS815.71p_contig_1" 7193479 7193937 7193708 459 0 "PSN1057"
"1092" "CBS815.71p_g2056:g" 41 "CBS815.71p_contig_1" 7197452 7199764 7198608 2313 0.017725897103329 "PSN1057"
"1093" "CBS815.71p_g2057:g" 6 "CBS815.71p_contig_1" 7202178 7202459 7202318.5 282 0.0212765957446809 "PSN1057"
"1094" "CBS815.71p_g2058:g" 7 "CBS815.71p_contig_1" 7205118 7205558 7205338 441 0.0158730158730159 "PSN1057"
"1095" "CBS815.71p_g2059:g" 20 "CBS815.71p_contig_1" 7207334 7208444 7207889 1111 0.018001800180018 "PSN1057"
"1096" "CBS815.71p_g206:g" 23 "CBS815.71p_contig_1" 719911 721313 720612 1403 0.0163934426229508 "PSN1057"
"1097" "CBS815.71p_g2060:g" 63 "CBS815.71p_contig_1" 7208945 7211839 7210392 2895 0.0217616580310881 "PSN1057"
"1098" "CBS815.71p_g2061:g" 48 "CBS815.71p_contig_1" 7215348 7217995 7216671.5 2648 0.0181268882175227 "PSN1057"
"1099" "CBS815.71p_g2062:g" 8 "CBS815.71p_contig_1" 7228394 7229898 7229146 1505 0.0053156146179402 "PSN1057"
"1100" "CBS815.71p_g2063:g" 45 "CBS815.71p_contig_1" 7232830 7234241 7233535.5 1412 0.0318696883852691 "PSN1057"
"1101" "CBS815.71p_g2064:g" 3 "CBS815.71p_contig_1" 7235215 7236075 7235645 861 0.00348432055749129 "PSN1057"
"1102" "CBS815.71p_g2065:g" 14 "CBS815.71p_contig_1" 7236601 7237638 7237119.5 1038 0.0134874759152216 "PSN1057"
"1103" "CBS815.71p_g2066:g" 38 "CBS815.71p_contig_1" 7238117 7240257 7239187 2141 0.0177487155534797 "PSN1057"
"1104" "CBS815.71p_g2067:g" 12 "CBS815.71p_contig_1" 7244338 7245068 7244703 731 0.0164158686730506 "PSN1057"
"1105" "CBS815.71p_g2068:g" 2 "CBS815.71p_contig_1" 7246204 7246927 7246565.5 724 0.00276243093922652 "PSN1057"
"1106" "CBS815.71p_g207:g" 29 "CBS815.71p_contig_1" 725484 727326 726405 1843 0.015735214324471 "PSN1057"
"1107" "CBS815.71p_g2073:g" 8 "CBS815.71p_contig_1" 7251003 7251823 7251413 821 0.0097442143727162 "PSN1057"
"1108" "CBS815.71p_g2074:g" 32 "CBS815.71p_contig_1" 7252916 7254343 7253629.5 1428 0.0224089635854342 "PSN1057"
"1109" "CBS815.71p_g2075:g" 12 "CBS815.71p_contig_1" 7254795 7256344 7255569.5 1550 0.00774193548387097 "PSN1057"
"1110" "CBS815.71p_g2076:g" 27 "CBS815.71p_contig_1" 7259036 7260709 7259872.5 1674 0.0161290322580645 "PSN1057"
"1111" "CBS815.71p_g2077:g" 3 "CBS815.71p_contig_1" 7262152 7262752 7262452 601 0.00499168053244592 "PSN1057"
"1112" "CBS815.71p_g2078:g" 24 "CBS815.71p_contig_1" 7265795 7268040 7266917.5 2246 0.0106856634016028 "PSN1057"
"1113" "CBS815.71p_g2079:g" 25 "CBS815.71p_contig_1" 7269472 7270915 7270193.5 1444 0.0173130193905817 "PSN1057"
"1114" "CBS815.71p_g208:g" 8 "CBS815.71p_contig_1" 729124 730137 729630.5 1014 0.00788954635108481 "PSN1057"
"1115" "CBS815.71p_g2080:g" 6 "CBS815.71p_contig_1" 7271364 7271837 7271600.5 474 0.0126582278481013 "PSN1057"
"1116" "CBS815.71p_g2081:g" 42 "CBS815.71p_contig_1" 7272031 7273932 7272981.5 1902 0.0220820189274448 "PSN1057"
"1117" "CBS815.71p_g2082:g" 7 "CBS815.71p_contig_1" 7279553 7281023 7280288 1471 0.00475866757307954 "PSN1057"
"1118" "CBS815.71p_g2083:g" 32 "CBS815.71p_contig_1" 7281328 7283144 7282236 1817 0.0176114474408365 "PSN1057"
"1119" "CBS815.71p_g2084:g" 10 "CBS815.71p_contig_1" 7283615 7284302 7283958.5 688 0.0145348837209302 "PSN1057"
"1120" "CBS815.71p_g2085:g" 27 "CBS815.71p_contig_1" 7285353 7287700 7286526.5 2348 0.0114991482112436 "PSN1057"
"1121" "CBS815.71p_g2086:g" 10 "CBS815.71p_contig_1" 7288841 7290877 7289859 2037 0.00490918016691213 "PSN1057"
"1122" "CBS815.71p_g2088:g" 0 "CBS815.71p_contig_1" 7298251 7298711 7298481 461 0 "PSN1057"
"1123" "CBS815.71p_g2089:g" 5 "CBS815.71p_contig_1" 7301551 7302045 7301798 495 0.0101010101010101 "PSN1057"
"1124" "CBS815.71p_g209:g" 11 "CBS815.71p_contig_1" 730351 731975 731163 1625 0.00676923076923077 "PSN1057"
"1125" "CBS815.71p_g2090:g" 4 "CBS815.71p_contig_1" 7302343 7302903 7302623 561 0.0071301247771836 "PSN1057"
"1126" "CBS815.71p_g2091:g" 16 "CBS815.71p_contig_1" 7304928 7306962 7305945 2035 0.00786240786240786 "PSN1057"
"1127" "CBS815.71p_g2092:g" 12 "CBS815.71p_contig_1" 7307760 7308977 7308368.5 1218 0.00985221674876847 "PSN1057"
"1128" "CBS815.71p_g2093:g" 6 "CBS815.71p_contig_1" 7310877 7311810 7311343.5 934 0.00642398286937901 "PSN1057"
"1129" "CBS815.71p_g2094:g" 4 "CBS815.71p_contig_1" 7311933 7313462 7312697.5 1530 0.00261437908496732 "PSN1057"
"1130" "CBS815.71p_g2095:g" 13 "CBS815.71p_contig_1" 7314049 7315747 7314898 1699 0.00765155974102413 "PSN1057"
"1131" "CBS815.71p_g2096:g" 11 "CBS815.71p_contig_1" 7318638 7320389 7319513.5 1752 0.00627853881278539 "PSN1057"
"1132" "CBS815.71p_g2097:g" 29 "CBS815.71p_contig_1" 7321153 7326263 7323708 5111 0.00567403639209548 "PSN1057"
"1133" "CBS815.71p_g2098:g" 15 "CBS815.71p_contig_1" 7334370 7335668 7335019 1299 0.0115473441108545 "PSN1057"
"1134" "CBS815.71p_g2099:g" 15 "CBS815.71p_contig_1" 7335790 7337040 7336415 1251 0.0119904076738609 "PSN1057"
"1135" "CBS815.71p_g21:g" 0 "CBS815.71p_contig_1" 107104 110676 108890 3573 0 "PSN1057"
"1136" "CBS815.71p_g2100:g" 12 "CBS815.71p_contig_1" 7338649 7339908 7339278.5 1260 0.00952380952380952 "PSN1057"
"1137" "CBS815.71p_g2101:g" 3 "CBS815.71p_contig_1" 7340335 7341426 7340880.5 1092 0.00274725274725275 "PSN1057"
"1138" "CBS815.71p_g2102:g" 20 "CBS815.71p_contig_1" 7342176 7343834 7343005 1659 0.0120554550934298 "PSN1057"
"1139" "CBS815.71p_g211:g" 36 "CBS815.71p_contig_1" 732028 735834 733931 3807 0.00945626477541371 "PSN1057"
"1140" "CBS815.71p_g212:g" 38 "CBS815.71p_contig_1" 737604 741694 739649 4091 0.00928868247372281 "PSN1057"
"1141" "CBS815.71p_g213:g" 24 "CBS815.71p_contig_1" 744665 747518 746091.5 2854 0.00840925017519271 "PSN1057"
"1142" "CBS815.71p_g214:g" 20 "CBS815.71p_contig_1" 749014 751702 750358 2689 0.00743770918557084 "PSN1057"
"1143" "CBS815.71p_g215:g" 44 "CBS815.71p_contig_1" 752860 756283 754571.5 3424 0.0128504672897196 "PSN1057"
"1144" "CBS815.71p_g216:g" 31 "CBS815.71p_contig_1" 757205 761402 759303.5 4198 0.00738446879466413 "PSN1057"
"1145" "CBS815.71p_g217:g" 18 "CBS815.71p_contig_1" 763667 765026 764346.5 1360 0.0132352941176471 "PSN1057"
"1146" "CBS815.71p_g218:g" 15 "CBS815.71p_contig_1" 765328 767446 766387 2119 0.00707881075979235 "PSN1057"
"1147" "CBS815.71p_g219:g" 2 "CBS815.71p_contig_1" 768463 769275 768869 813 0.002460024600246 "PSN1057"
"1148" "CBS815.71p_g22:g" 0 "CBS815.71p_contig_1" 112221 112805 112513 585 0 "PSN1057"
"1149" "CBS815.71p_g220:g" 25 "CBS815.71p_contig_1" 770176 773290 771733 3115 0.00802568218298555 "PSN1057"
"1150" "CBS815.71p_g221:g" 13 "CBS815.71p_contig_1" 773759 774757 774258 999 0.013013013013013 "PSN1057"
"1151" "CBS815.71p_g222:g" 9 "CBS815.71p_contig_1" 774932 775658 775295 727 0.0123796423658872 "PSN1057"
"1152" "CBS815.71p_g223:g" 27 "CBS815.71p_contig_1" 776598 778445 777521.5 1848 0.0146103896103896 "PSN1057"
"1153" "CBS815.71p_g224:g" 2 "CBS815.71p_contig_1" 781551 781835 781693 285 0.00701754385964912 "PSN1057"
"1154" "CBS815.71p_g225:g" 28 "CBS815.71p_contig_1" 782310 785243 783776.5 2934 0.00954328561690525 "PSN1057"
"1155" "CBS815.71p_g226:g" 60 "CBS815.71p_contig_1" 785698 788627 787162.5 2930 0.0204778156996587 "PSN1057"
"1156" "CBS815.71p_g227:g" 0 "CBS815.71p_contig_1" 795752 796482 796117 731 0 "PSN1057"
"1157" "CBS815.71p_g228:g" 5 "CBS815.71p_contig_1" 798982 800389 799685.5 1408 0.00355113636363636 "PSN1057"
"1158" "CBS815.71p_g229:g" 1 "CBS815.71p_contig_1" 801336 801911 801623.5 576 0.00173611111111111 "PSN1057"
"1159" "CBS815.71p_g23:g" 0 "CBS815.71p_contig_1" 113123 114541 113832 1419 0 "PSN1057"
"1160" "CBS815.71p_g230:g" 3 "CBS815.71p_contig_1" 802713 803041 802877 329 0.00911854103343465 "PSN1057"
"1161" "CBS815.71p_g231:g" 5 "CBS815.71p_contig_1" 803499 804426 803962.5 928 0.00538793103448276 "PSN1057"
"1162" "CBS815.71p_g232:g" 13 "CBS815.71p_contig_1" 804948 806661 805804.5 1714 0.00758459743290548 "PSN1057"
"1163" "CBS815.71p_g233:g" 26 "CBS815.71p_contig_1" 807144 809786 808465 2643 0.00983730609156262 "PSN1057"
"1164" "CBS815.71p_g234:g" 6 "CBS815.71p_contig_1" 810433 811149 810791 717 0.00836820083682008 "PSN1057"
"1165" "CBS815.71p_g235:g" 10 "CBS815.71p_contig_1" 811495 812537 812016 1043 0.00958772770853308 "PSN1057"
"1166" "CBS815.71p_g236:g" 2 "CBS815.71p_contig_1" 812895 814420 813657.5 1526 0.00131061598951507 "PSN1057"
"1167" "CBS815.71p_g237:g" 18 "CBS815.71p_contig_1" 815199 816487 815843 1289 0.0139643134212568 "PSN1057"
"1168" "CBS815.71p_g238:g" 32 "CBS815.71p_contig_1" 816956 818773 817864.5 1818 0.0176017601760176 "PSN1057"
"1169" "CBS815.71p_g239:g" 42 "CBS815.71p_contig_1" 822247 825523 823885 3277 0.0128166005492829 "PSN1057"
"1170" "CBS815.71p_g24:g" 0 "CBS815.71p_contig_1" 114943 116015 115479 1073 0 "PSN1057"
"1171" "CBS815.71p_g240:g" 11 "CBS815.71p_contig_1" 825846 826817 826331.5 972 0.0113168724279835 "PSN1057"
"1172" "CBS815.71p_g241:g" 42 "CBS815.71p_contig_1" 827409 830353 828881 2945 0.0142614601018676 "PSN1057"
"1173" "CBS815.71p_g242:g" 24 "CBS815.71p_contig_1" 831715 834925 833320 3211 0.00747430706944877 "PSN1057"
"1174" "CBS815.71p_g243:g" 8 "CBS815.71p_contig_1" 837062 839836 838449 2775 0.00288288288288288 "PSN1057"
"1175" "CBS815.71p_g244:g" 12 "CBS815.71p_contig_1" 840567 841459 841013 893 0.013437849944009 "PSN1057"
"1176" "CBS815.71p_g245:g" 3 "CBS815.71p_contig_1" 841693 842218 841955.5 526 0.00570342205323194 "PSN1057"
"1177" "CBS815.71p_g246:g" 12 "CBS815.71p_contig_1" 843521 844054 843787.5 534 0.0224719101123595 "PSN1057"
"1178" "CBS815.71p_g247:g" 25 "CBS815.71p_contig_1" 844885 848279 846582 3395 0.00736377025036819 "PSN1057"
"1179" "CBS815.71p_g248:g" 57 "CBS815.71p_contig_1" 852896 855622 854259 2727 0.0209020902090209 "PSN1057"
